"","time","PDO","index"
"441","1986-08-01T00:00:00Z","0.35","PDO"
"442","1986-09-01T00:00:00Z","0.41","PDO"
"443","1986-10-01T00:00:00Z","1.14","PDO"
"444","1986-11-01T00:00:00Z","1.64","PDO"
"445","1986-12-01T00:00:00Z","1.64","PDO"
"446","1987-01-01T00:00:00Z","1.67","PDO"
"447","1987-02-01T00:00:00Z","1.92","PDO"
"448","1987-03-01T00:00:00Z","1.89","PDO"
"449","1987-04-01T00:00:00Z","2.01","PDO"
"450","1987-05-01T00:00:00Z","1.64","PDO"
"451","1987-06-01T00:00:00Z","0.84","PDO"
"452","1987-07-01T00:00:00Z","2.36","PDO"
"453","1987-08-01T00:00:00Z","2.63","PDO"
"454","1987-09-01T00:00:00Z","2.32","PDO"
"455","1987-10-01T00:00:00Z","1.45","PDO"
"456","1987-11-01T00:00:00Z","1.42","PDO"
"457","1987-12-01T00:00:00Z","1.38","PDO"
"458","1988-01-01T00:00:00Z","0.86","PDO"
"459","1988-02-01T00:00:00Z","1.13","PDO"
"460","1988-03-01T00:00:00Z","1.22","PDO"
"461","1988-04-01T00:00:00Z","1.02","PDO"
"462","1988-05-01T00:00:00Z","1.0","PDO"
"463","1988-06-01T00:00:00Z","0.79","PDO"
"464","1988-07-01T00:00:00Z","0.53","PDO"
"465","1988-08-01T00:00:00Z","-0.11","PDO"
"466","1988-09-01T00:00:00Z","-0.18","PDO"
"467","1988-10-01T00:00:00Z","0.04","PDO"
"468","1988-11-01T00:00:00Z","0.08","PDO"
"469","1988-12-01T00:00:00Z","-0.06","PDO"
"470","1989-01-01T00:00:00Z","-0.96","PDO"
"471","1989-02-01T00:00:00Z","-1.13","PDO"
"472","1989-03-01T00:00:00Z","-0.79","PDO"
"473","1989-04-01T00:00:00Z","0.04","PDO"
"474","1989-05-01T00:00:00Z","0.1","PDO"
"475","1989-06-01T00:00:00Z","0.18","PDO"
"476","1989-07-01T00:00:00Z","0.81","PDO"
"477","1989-08-01T00:00:00Z","-0.08","PDO"
"478","1989-09-01T00:00:00Z","-0.32","PDO"
"479","1989-10-01T00:00:00Z","-0.42","PDO"
"480","1989-11-01T00:00:00Z","-0.73","PDO"
"481","1989-12-01T00:00:00Z","-0.06","PDO"
"482","1990-01-01T00:00:00Z","-0.32","PDO"
"483","1990-02-01T00:00:00Z","-0.71","PDO"
"484","1990-03-01T00:00:00Z","-0.54","PDO"
"485","1990-04-01T00:00:00Z","0.36","PDO"
"486","1990-05-01T00:00:00Z","0.13","PDO"
"487","1990-06-01T00:00:00Z","0.01","PDO"
"488","1990-07-01T00:00:00Z","0.11","PDO"
"489","1990-08-01T00:00:00Z","0.1","PDO"
"490","1990-09-01T00:00:00Z","0.14","PDO"
"491","1990-10-01T00:00:00Z","-0.68","PDO"
"492","1990-11-01T00:00:00Z","-1.57","PDO"
"493","1990-12-01T00:00:00Z","-1.93","PDO"
"494","1991-01-01T00:00:00Z","-1.57","PDO"
"495","1991-02-01T00:00:00Z","-0.76","PDO"
"496","1991-03-01T00:00:00Z","-0.63","PDO"
"497","1991-04-01T00:00:00Z","-1.04","PDO"
"498","1991-05-01T00:00:00Z","-1.04","PDO"
"499","1991-06-01T00:00:00Z","-1.87","PDO"
"500","1991-07-01T00:00:00Z","-1.22","PDO"
"501","1991-08-01T00:00:00Z","-0.14","PDO"
"502","1991-09-01T00:00:00Z","0.74","PDO"
"503","1991-10-01T00:00:00Z","0.46","PDO"
"504","1991-11-01T00:00:00Z","0.37","PDO"
"505","1991-12-01T00:00:00Z","-0.14","PDO"
"506","1992-01-01T00:00:00Z","0.3","PDO"
"507","1992-02-01T00:00:00Z","0.46","PDO"
"508","1992-03-01T00:00:00Z","0.47","PDO"
"509","1992-04-01T00:00:00Z","0.92","PDO"
"510","1992-05-01T00:00:00Z","1.59","PDO"
"511","1992-06-01T00:00:00Z","1.38","PDO"
"512","1992-07-01T00:00:00Z","1.72","PDO"
"513","1992-08-01T00:00:00Z","1.24","PDO"
"514","1992-09-01T00:00:00Z","0.83","PDO"
"515","1992-10-01T00:00:00Z","1.41","PDO"
"516","1992-11-01T00:00:00Z","1.29","PDO"
"517","1992-12-01T00:00:00Z","0.51","PDO"
"518","1993-01-01T00:00:00Z","0.02","PDO"
"519","1993-02-01T00:00:00Z","0.41","PDO"
"520","1993-03-01T00:00:00Z","0.69","PDO"
"521","1993-04-01T00:00:00Z","1.32","PDO"
"522","1993-05-01T00:00:00Z","2.17","PDO"
"523","1993-06-01T00:00:00Z","2.24","PDO"
"524","1993-07-01T00:00:00Z","1.7","PDO"
"525","1993-08-01T00:00:00Z","2.27","PDO"
"526","1993-09-01T00:00:00Z","1.58","PDO"
"527","1993-10-01T00:00:00Z","1.46","PDO"
"528","1993-11-01T00:00:00Z","1.08","PDO"
"529","1993-12-01T00:00:00Z","0.75","PDO"
"530","1994-01-01T00:00:00Z","0.97","PDO"
"531","1994-02-01T00:00:00Z","0.51","PDO"
"532","1994-03-01T00:00:00Z","0.59","PDO"
"533","1994-04-01T00:00:00Z","0.87","PDO"
"534","1994-05-01T00:00:00Z","0.83","PDO"
"535","1994-06-01T00:00:00Z","0.18","PDO"
"536","1994-07-01T00:00:00Z","-0.67","PDO"
"537","1994-08-01T00:00:00Z","-0.54","PDO"
"538","1994-09-01T00:00:00Z","-1.12","PDO"
"539","1994-10-01T00:00:00Z","-0.68","PDO"
"540","1994-11-01T00:00:00Z","-1.55","PDO"
"541","1994-12-01T00:00:00Z","-1.87","PDO"
"542","1995-01-01T00:00:00Z","-0.37","PDO"
"543","1995-02-01T00:00:00Z","0.57","PDO"
"544","1995-03-01T00:00:00Z","0.95","PDO"
"545","1995-04-01T00:00:00Z","1.04","PDO"
"546","1995-05-01T00:00:00Z","1.33","PDO"
"547","1995-06-01T00:00:00Z","1.5","PDO"
"548","1995-07-01T00:00:00Z","1.62","PDO"
"549","1995-08-01T00:00:00Z","0.61","PDO"
"550","1995-09-01T00:00:00Z","1.56","PDO"
"551","1995-10-01T00:00:00Z","0.96","PDO"
"552","1995-11-01T00:00:00Z","0.29","PDO"
"553","1995-12-01T00:00:00Z","0.41","PDO"
"554","1996-01-01T00:00:00Z","0.89","PDO"
"555","1996-02-01T00:00:00Z","1.08","PDO"
"556","1996-03-01T00:00:00Z","1.13","PDO"
"557","1996-04-01T00:00:00Z","1.52","PDO"
"558","1996-05-01T00:00:00Z","2.15","PDO"
"559","1996-06-01T00:00:00Z","1.12","PDO"
"560","1996-07-01T00:00:00Z","0.67","PDO"
"561","1996-08-01T00:00:00Z","-0.27","PDO"
"562","1996-09-01T00:00:00Z","0.41","PDO"
"563","1996-10-01T00:00:00Z","0.62","PDO"
"564","1996-11-01T00:00:00Z","0.51","PDO"
"565","1996-12-01T00:00:00Z","0.11","PDO"
"566","1997-01-01T00:00:00Z","0.72","PDO"
"567","1997-02-01T00:00:00Z","0.59","PDO"
"568","1997-03-01T00:00:00Z","0.84","PDO"
"569","1997-04-01T00:00:00Z","1.07","PDO"
"570","1997-05-01T00:00:00Z","1.84","PDO"
"571","1997-06-01T00:00:00Z","2.6","PDO"
"572","1997-07-01T00:00:00Z","1.72","PDO"
"573","1997-08-01T00:00:00Z","2.56","PDO"
"574","1997-09-01T00:00:00Z","2.0","PDO"
"575","1997-10-01T00:00:00Z","2.12","PDO"
"576","1997-11-01T00:00:00Z","1.69","PDO"
"577","1997-12-01T00:00:00Z","1.46","PDO"
"578","1998-01-01T00:00:00Z","1.61","PDO"
"579","1998-02-01T00:00:00Z","2.19","PDO"
"580","1998-03-01T00:00:00Z","2.03","PDO"
"581","1998-04-01T00:00:00Z","0.94","PDO"
"582","1998-05-01T00:00:00Z","0.22","PDO"
"583","1998-06-01T00:00:00Z","-0.03","PDO"
"584","1998-07-01T00:00:00Z","-0.39","PDO"
"585","1998-08-01T00:00:00Z","0.09","PDO"
"586","1998-09-01T00:00:00Z","-0.69","PDO"
"587","1998-10-01T00:00:00Z","-1.51","PDO"
"588","1998-11-01T00:00:00Z","-0.42","PDO"
"589","1998-12-01T00:00:00Z","-0.53","PDO"
"590","1999-01-01T00:00:00Z","-0.35","PDO"
"591","1999-02-01T00:00:00Z","-0.5","PDO"
"592","1999-03-01T00:00:00Z","-0.37","PDO"
"593","1999-04-01T00:00:00Z","-1.05","PDO"
"594","1999-05-01T00:00:00Z","-1.56","PDO"
"595","1999-06-01T00:00:00Z","-1.76","PDO"
"596","1999-07-01T00:00:00Z","-1.1","PDO"
"597","1999-08-01T00:00:00Z","-1.08","PDO"
"598","1999-09-01T00:00:00Z","-1.29","PDO"
"599","1999-10-01T00:00:00Z","-1.92","PDO"
"600","1999-11-01T00:00:00Z","-1.73","PDO"
"601","1999-12-01T00:00:00Z","-1.46","PDO"
"602","2000-01-01T00:00:00Z","-1.7","PDO"
"603","2000-02-01T00:00:00Z","-0.7","PDO"
"604","2000-03-01T00:00:00Z","-0.03","PDO"
"605","2000-04-01T00:00:00Z","-0.05","PDO"
"606","2000-05-01T00:00:00Z","-0.26","PDO"
"607","2000-06-01T00:00:00Z","-0.38","PDO"
"608","2000-07-01T00:00:00Z","-1.03","PDO"
"609","2000-08-01T00:00:00Z","-1.1","PDO"
"610","2000-09-01T00:00:00Z","-0.87","PDO"
"611","2000-10-01T00:00:00Z","-1.13","PDO"
"612","2000-11-01T00:00:00Z","-0.66","PDO"
"613","2000-12-01T00:00:00Z","0.2","PDO"
"614","2001-01-01T00:00:00Z","0.85","PDO"
"615","2001-02-01T00:00:00Z","0.52","PDO"
"616","2001-03-01T00:00:00Z","0.37","PDO"
"617","2001-04-01T00:00:00Z","-0.48","PDO"
"618","2001-05-01T00:00:00Z","-0.38","PDO"
"619","2001-06-01T00:00:00Z","-0.65","PDO"
"620","2001-07-01T00:00:00Z","-1.59","PDO"
"621","2001-08-01T00:00:00Z","-0.87","PDO"
"622","2001-09-01T00:00:00Z","-1.09","PDO"
"623","2001-10-01T00:00:00Z","-1.02","PDO"
"624","2001-11-01T00:00:00Z","-0.54","PDO"
"625","2001-12-01T00:00:00Z","-0.49","PDO"
"626","2002-01-01T00:00:00Z","0.27","PDO"
"627","2002-02-01T00:00:00Z","-0.56","PDO"
"628","2002-03-01T00:00:00Z","-0.29","PDO"
"629","2002-04-01T00:00:00Z","-0.44","PDO"
"630","2002-05-01T00:00:00Z","-0.82","PDO"
"631","2002-06-01T00:00:00Z","-0.7","PDO"
"632","2002-07-01T00:00:00Z","-0.18","PDO"
"633","2002-08-01T00:00:00Z","0.51","PDO"
"634","2002-09-01T00:00:00Z","0.25","PDO"
"635","2002-10-01T00:00:00Z","0.27","PDO"
"636","2002-11-01T00:00:00Z","1.29","PDO"
"637","2002-12-01T00:00:00Z","1.89","PDO"
"638","2003-01-01T00:00:00Z","1.94","PDO"
"639","2003-02-01T00:00:00Z","1.75","PDO"
"640","2003-03-01T00:00:00Z","1.68","PDO"
"641","2003-04-01T00:00:00Z","0.91","PDO"
"642","2003-05-01T00:00:00Z","0.59","PDO"
"643","2003-06-01T00:00:00Z","-0.1","PDO"
"644","2003-07-01T00:00:00Z","0.71","PDO"
"645","2003-08-01T00:00:00Z","1.08","PDO"
"646","2003-09-01T00:00:00Z","0.26","PDO"
"647","2003-10-01T00:00:00Z","1.05","PDO"
"648","2003-11-01T00:00:00Z","-0.01","PDO"
"649","2003-12-01T00:00:00Z","-0.19","PDO"
"650","2004-01-01T00:00:00Z","-0.06","PDO"
"651","2004-02-01T00:00:00Z","0.36","PDO"
"652","2004-03-01T00:00:00Z","0.47","PDO"
"653","2004-04-01T00:00:00Z","0.52","PDO"
"654","2004-05-01T00:00:00Z","0.8","PDO"
"655","2004-06-01T00:00:00Z","-0.26","PDO"
"656","2004-07-01T00:00:00Z","-0.02","PDO"
"657","2004-08-01T00:00:00Z","0.43","PDO"
"658","2004-09-01T00:00:00Z","0.23","PDO"
"659","2004-10-01T00:00:00Z","-0.4","PDO"
"660","2004-11-01T00:00:00Z","-0.94","PDO"
"661","2004-12-01T00:00:00Z","-0.39","PDO"
"662","2005-01-01T00:00:00Z","0.11","PDO"
"663","2005-02-01T00:00:00Z","0.38","PDO"
"664","2005-03-01T00:00:00Z","1.13","PDO"
"665","2005-04-01T00:00:00Z","0.72","PDO"
"666","2005-05-01T00:00:00Z","1.49","PDO"
"667","2005-06-01T00:00:00Z","0.83","PDO"
"668","2005-07-01T00:00:00Z","0.17","PDO"
"669","2005-08-01T00:00:00Z","0.04","PDO"
"670","2005-09-01T00:00:00Z","-0.6","PDO"
"671","2005-10-01T00:00:00Z","-1.58","PDO"
"672","2005-11-01T00:00:00Z","-1.57","PDO"
"673","2005-12-01T00:00:00Z","0.1","PDO"
"674","2006-01-01T00:00:00Z","0.85","PDO"
"675","2006-02-01T00:00:00Z","0.9","PDO"
"676","2006-03-01T00:00:00Z","-0.04","PDO"
"677","2006-04-01T00:00:00Z","0.15","PDO"
"678","2006-05-01T00:00:00Z","0.35","PDO"
"679","2006-06-01T00:00:00Z","0.52","PDO"
"680","2006-07-01T00:00:00Z","0.84","PDO"
"681","2006-08-01T00:00:00Z","-0.14","PDO"
"682","2006-09-01T00:00:00Z","-0.93","PDO"
"683","2006-10-01T00:00:00Z","-0.12","PDO"
"684","2006-11-01T00:00:00Z","-0.43","PDO"
"685","2006-12-01T00:00:00Z","0.01","PDO"
"686","2007-01-01T00:00:00Z","-0.11","PDO"
"687","2007-02-01T00:00:00Z","-0.03","PDO"
"688","2007-03-01T00:00:00Z","-0.34","PDO"
"689","2007-04-01T00:00:00Z","0.22","PDO"
"690","2007-05-01T00:00:00Z","0.3","PDO"
"691","2007-06-01T00:00:00Z","0.33","PDO"
"692","2007-07-01T00:00:00Z","0.95","PDO"
"693","2007-08-01T00:00:00Z","0.54","PDO"
"694","2007-09-01T00:00:00Z","-0.49","PDO"
"695","2007-10-01T00:00:00Z","-1.86","PDO"
"696","2007-11-01T00:00:00Z","-1.16","PDO"
"697","2007-12-01T00:00:00Z","-0.69","PDO"
"698","2008-01-01T00:00:00Z","-1.13","PDO"
"699","2008-02-01T00:00:00Z","-0.99","PDO"
"700","2008-03-01T00:00:00Z","-0.65","PDO"
"701","2008-04-01T00:00:00Z","-1.14","PDO"
"702","2008-05-01T00:00:00Z","-0.95","PDO"
"703","2008-06-01T00:00:00Z","-1.48","PDO"
"704","2008-07-01T00:00:00Z","-1.28","PDO"
"705","2008-08-01T00:00:00Z","-1.0","PDO"
"706","2008-09-01T00:00:00Z","-1.18","PDO"
"707","2008-10-01T00:00:00Z","-1.33","PDO"
"708","2008-11-01T00:00:00Z","-1.2","PDO"
"709","2008-12-01T00:00:00Z","-1.03","PDO"
"710","2009-01-01T00:00:00Z","-1.5","PDO"
"711","2009-02-01T00:00:00Z","-1.31","PDO"
"712","2009-03-01T00:00:00Z","-1.42","PDO"
"713","2009-04-01T00:00:00Z","-1.51","PDO"
"714","2009-05-01T00:00:00Z","-0.75","PDO"
"715","2009-06-01T00:00:00Z","-0.44","PDO"
"716","2009-07-01T00:00:00Z","-0.18","PDO"
"717","2009-08-01T00:00:00Z","0.17","PDO"
"718","2009-09-01T00:00:00Z","1.01","PDO"
"719","2009-10-01T00:00:00Z","0.43","PDO"
"720","2009-11-01T00:00:00Z","-0.45","PDO"
"721","2009-12-01T00:00:00Z","0.08","PDO"
"722","2010-01-01T00:00:00Z","0.64","PDO"
"723","2010-02-01T00:00:00Z","0.96","PDO"
"724","2010-03-01T00:00:00Z","0.72","PDO"
"725","2010-04-01T00:00:00Z","0.84","PDO"
"726","2010-05-01T00:00:00Z","0.57","PDO"
"727","2010-06-01T00:00:00Z","-0.15","PDO"
"728","2010-07-01T00:00:00Z","-1.3","PDO"
"729","2010-08-01T00:00:00Z","-1.42","PDO"
"730","2010-09-01T00:00:00Z","-1.75","PDO"
"731","2010-10-01T00:00:00Z","-0.94","PDO"
"732","2010-11-01T00:00:00Z","-1.04","PDO"
"733","2010-12-01T00:00:00Z","-1.64","PDO"
"734","2011-01-01T00:00:00Z","-1.39","PDO"
"735","2011-02-01T00:00:00Z","-0.99","PDO"
"736","2011-03-01T00:00:00Z","-0.7","PDO"
"737","2011-04-01T00:00:00Z","-0.54","PDO"
"738","2011-05-01T00:00:00Z","-0.45","PDO"
"739","2011-06-01T00:00:00Z","-0.99","PDO"
"740","2011-07-01T00:00:00Z","-1.86","PDO"
"741","2011-08-01T00:00:00Z","-1.83","PDO"
"742","2011-09-01T00:00:00Z","-1.82","PDO"
"743","2011-10-01T00:00:00Z","-1.43","PDO"
"744","2011-11-01T00:00:00Z","-2.53","PDO"
"745","2011-12-01T00:00:00Z","-2.19","PDO"
"746","2012-01-01T00:00:00Z","-1.57","PDO"
"747","2012-02-01T00:00:00Z","-0.89","PDO"
"748","2012-03-01T00:00:00Z","-1.0","PDO"
"749","2012-04-01T00:00:00Z","-0.33","PDO"
"750","2012-05-01T00:00:00Z","-1.22","PDO"
"751","2012-06-01T00:00:00Z","-1.02","PDO"
"752","2012-07-01T00:00:00Z","-1.65","PDO"
"753","2012-08-01T00:00:00Z","-1.66","PDO"
"754","2012-09-01T00:00:00Z","-2.03","PDO"
"755","2012-10-01T00:00:00Z","-0.55","PDO"
"756","2012-11-01T00:00:00Z","-0.23","PDO"
"757","2012-12-01T00:00:00Z","-0.98","PDO"
"758","2013-01-01T00:00:00Z","-0.64","PDO"
"759","2013-02-01T00:00:00Z","-0.78","PDO"
"760","2013-03-01T00:00:00Z","-0.76","PDO"
"761","2013-04-01T00:00:00Z","-0.16","PDO"
"762","2013-05-01T00:00:00Z","-0.06","PDO"
"763","2013-06-01T00:00:00Z","-1.06","PDO"
"764","2013-07-01T00:00:00Z","-1.09","PDO"
"765","2013-08-01T00:00:00Z","-1.18","PDO"
"766","2013-09-01T00:00:00Z","-0.61","PDO"
"767","2013-10-01T00:00:00Z","-1.24","PDO"
"768","2013-11-01T00:00:00Z","-0.97","PDO"
"769","2013-12-01T00:00:00Z","-1.04","PDO"
"770","2014-01-01T00:00:00Z","-0.6","PDO"
"771","2014-02-01T00:00:00Z","-0.25","PDO"
"772","2014-03-01T00:00:00Z","0.7","PDO"
"773","2014-04-01T00:00:00Z","0.8","PDO"
"774","2014-05-01T00:00:00Z","1.41","PDO"
"775","2014-06-01T00:00:00Z","-0.27","PDO"
"776","2014-07-01T00:00:00Z","0.46","PDO"
"777","2014-08-01T00:00:00Z","0.55","PDO"
"778","2014-09-01T00:00:00Z","0.74","PDO"
"779","2014-10-01T00:00:00Z","1.42","PDO"
"780","2014-11-01T00:00:00Z","1.4","PDO"
"781","2014-12-01T00:00:00Z","1.89","PDO"
"782","2015-01-01T00:00:00Z","1.64","PDO"
"783","2015-02-01T00:00:00Z","1.73","PDO"
"784","2015-03-01T00:00:00Z","1.66","PDO"
"785","2015-04-01T00:00:00Z","1.25","PDO"
"786","2015-05-01T00:00:00Z","0.76","PDO"
"787","2015-06-01T00:00:00Z","0.93","PDO"
"788","2015-07-01T00:00:00Z","1.58","PDO"
"789","2015-08-01T00:00:00Z","1.34","PDO"
"790","2015-09-01T00:00:00Z","1.35","PDO"
"791","2015-10-01T00:00:00Z","1.08","PDO"
"792","2015-11-01T00:00:00Z","0.36","PDO"
"793","2015-12-01T00:00:00Z","0.63","PDO"
"794","2016-01-01T00:00:00Z","1.29","PDO"
"795","2016-02-01T00:00:00Z","1.89","PDO"
"796","2016-03-01T00:00:00Z","2.37","PDO"
"797","2016-04-01T00:00:00Z","2.42","PDO"
"798","2016-05-01T00:00:00Z","2.08","PDO"
"799","2016-06-01T00:00:00Z","1.02","PDO"
"800","2016-07-01T00:00:00Z","0.74","PDO"
"801","2016-08-01T00:00:00Z","-0.13","PDO"
"802","2016-09-01T00:00:00Z","-0.4","PDO"
"803","2016-10-01T00:00:00Z","-0.08","PDO"
"804","2016-11-01T00:00:00Z","1.24","PDO"
"805","2016-12-01T00:00:00Z","0.86","PDO"
"806","2017-01-01T00:00:00Z","0.44","PDO"
"807","2017-02-01T00:00:00Z","0.69","PDO"
"808","2017-03-01T00:00:00Z","0.8","PDO"
"809","2017-04-01T00:00:00Z","1.15","PDO"
"810","2017-05-01T00:00:00Z","0.94","PDO"
"811","2017-06-01T00:00:00Z","0.58","PDO"
"812","2017-07-01T00:00:00Z","-0.12","PDO"
"813","2017-08-01T00:00:00Z","-0.05","PDO"
"814","2017-09-01T00:00:00Z","0.31","PDO"
"815","2017-10-01T00:00:00Z","-0.21","PDO"
"816","2017-11-01T00:00:00Z","-0.43","PDO"
"817","2017-12-01T00:00:00Z","-0.07","PDO"
"818","2018-01-01T00:00:00Z","0.44","PDO"
"819","2018-02-01T00:00:00Z","0.1","PDO"
"820","2018-03-01T00:00:00Z","-0.23","PDO"
"821","2018-04-01T00:00:00Z","-0.23","PDO"
"822","2018-05-01T00:00:00Z","0.0","PDO"
"823","2018-06-01T00:00:00Z","-0.53","PDO"
"824","2018-07-01T00:00:00Z","0.07","PDO"
"825","2018-08-01T00:00:00Z","0.03","PDO"
"826","2018-09-01T00:00:00Z","-0.08","PDO"
"827","2018-10-01T00:00:00Z","-0.41","PDO"
"828","2018-11-01T00:00:00Z","-0.58","PDO"
"829","2018-12-01T00:00:00Z","-0.09","PDO"
"830","2019-01-01T00:00:00Z","0.06","PDO"
"831","2019-02-01T00:00:00Z","-0.11","PDO"
"832","2019-03-01T00:00:00Z","0.32","PDO"
"833","2019-04-01T00:00:00Z","0.62","PDO"
"834","2019-05-01T00:00:00Z","0.59","PDO"
"835","2019-06-01T00:00:00Z","0.09","PDO"
"836","2019-07-01T00:00:00Z","0.76","PDO"
"837","2019-08-01T00:00:00Z","0.39","PDO"
"838","2019-09-01T00:00:00Z","0.28","PDO"
"839","2019-10-01T00:00:00Z","-0.69","PDO"
"840","2019-11-01T00:00:00Z","-0.47","PDO"
"841","2019-12-01T00:00:00Z","0.05","PDO"
"842","2020-01-01T00:00:00Z","-0.96","PDO"
"843","2020-02-01T00:00:00Z","-0.81","PDO"
"844","2020-03-01T00:00:00Z","-0.95","PDO"
"845","2020-04-01T00:00:00Z","-0.74","PDO"
"846","2020-05-01T00:00:00Z","-0.14","PDO"
"847","2020-06-01T00:00:00Z","-0.63","PDO"
"848","2020-07-01T00:00:00Z","-0.75","PDO"
"849","2020-08-01T00:00:00Z","-0.95","PDO"
"850","2020-09-01T00:00:00Z","-0.86","PDO"
"851","2020-10-01T00:00:00Z","-0.56","PDO"
"852","2020-11-01T00:00:00Z","-1.77","PDO"
"853","2020-12-01T00:00:00Z","-1.07","PDO"
"854","2021-01-01T00:00:00Z","-0.38","PDO"
"855","2021-02-01T00:00:00Z","-0.71","PDO"
"856","2021-03-01T00:00:00Z","-1.05","PDO"
"857","2021-04-01T00:00:00Z","-1.21","PDO"
"858","2021-05-01T00:00:00Z","-1.42","PDO"
"859","2021-06-01T00:00:00Z","-1.56","PDO"
"860","2021-07-01T00:00:00Z","-1.48","PDO"
"861","2021-08-01T00:00:00Z","-0.47","PDO"
"862","2021-09-01T00:00:00Z","-1.59","PDO"
"863","2021-10-01T00:00:00Z","-2.5","PDO"
"864","2021-11-01T00:00:00Z","-2.12","PDO"
"865","2021-12-01T00:00:00Z","-2.33","PDO"
"866","2022-01-01T00:00:00Z","-1.89","PDO"
"867","2022-02-01T00:00:00Z","-1.44","PDO"
"868","2022-03-01T00:00:00Z","-1.13","PDO"
"869","2022-04-01T00:00:00Z","-1.56","PDO"
"870","2022-05-01T00:00:00Z","-1.8","PDO"
"871","2022-06-01T00:00:00Z","-1.26","PDO"
"872","2022-07-01T00:00:00Z","-2.28","PDO"
"873","2022-08-01T00:00:00Z","-1.96","PDO"
"874","2022-09-01T00:00:00Z","-1.82","PDO"
"875","2022-10-01T00:00:00Z","-1.51","PDO"
"876","2022-11-01T00:00:00Z","-2.12","PDO"
"877","2022-12-01T00:00:00Z","-1.98","PDO"
"878","2023-01-01T00:00:00Z","-0.92","PDO"
"879","2023-02-01T00:00:00Z","-1.1","PDO"
"880","2023-03-01T00:00:00Z","-1.55","PDO"
